Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,Year
Lavonte David,OLB,Nebraska,2,58,https://www.sports-reference.com/cfb/players/lavonte-david-1.html,73.0,233.0,4.57,19.0,36.5,119.0,7.28,4.22,,35.0,3.0,142.4,152.9,295.0,29.04,5.64,3.4,53.69,0.07,5.21,1.17,1.17,0.05,2.28,31.98,255.04,8.34,1.1,341.76,1943.92,5.73,21.17,373.73,2198.96,5.97,22.27,2012
Austin Davis,QB,Southern Miss,0,0,https://www.sports-reference.com/cfb/players/austin-davis-1.html,74.0,219.0,4.69,18.32,31.0,109.0,6.73,4.11,,34.0,3.0,80.28,41.16,121.0,7.99,1.82,5.09,105.04,0.63,9.82,0.41,0.0,0.67,1.47,47.29,356.82,7.82,1.86,599.39,3108.73,5.28,31.21,646.68,3465.55,5.5,33.06,2012
Demario Davis,OLB,Arkansas State,3,77,https://www.sports-reference.com/cfb/players/demario-davis-1.html,74.0,235.0,4.49,32.0,38.5,124.0,7.19,4.28,,35.0,3.0,150.61,133.55,284.0,27.17,6.73,2.19,27.02,0.0,5.47,2.16,10.9,0.22,2.65,56.64,648.13,11.39,5.15,335.54,1997.26,4.39,19.91,392.18,2645.39,5.69,25.07,2012
David DeCastro,OG,Stanford,1,24,https://www.sports-reference.com/cfb/players/david-decastro-1.html,77.0,316.0,5.32,34.0,29.5,98.0,7.3,4.56,,1.0,1.0,1.66,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.49,0.09,9.76,65.53,11.4,0.38,144.79,721.99,2.4,7.91,154.55,787.52,11.25,8.3,2012
Alfonzo Dennard,CB,Nebraska,7,224,https://www.sports-reference.com/cfb/players/alfonzo-dennard-1.html,70.0,204.0,4.48,21.89,37.0,121.0,6.94,4.23,,36.0,3.0,95.57,49.18,145.0,4.34,0.38,7.11,100.43,0.77,17.17,0.36,7.37,0.27,1.53,54.26,496.16,7.55,3.32,311.73,1728.08,5.48,14.63,365.98,2224.24,5.81,17.95,2012
Derek Dimke,K,Illinois,0,0,https://www.sports-reference.com/cfb/players/derek-dimke-1.html,71.0,178.0,5.02,16.45,33.31,121.01,6.84,4.17,,40.0,4.0,107.03,66.3,173.0,13.4,3.24,1.42,18.61,0.0,3.53,0.75,19.04,0.62,2.14,51.7,536.03,10.35,3.27,418.78,2605.63,4.29,24.3,470.49,3141.67,4.63,27.57,2012
Drake Dunsmore,FB,Northwestern,7,233,https://www.sports-reference.com/cfb/players/drake-dunsmore-1.html,74.0,241.0,4.63,21.0,35.5,117.0,6.73,4.03,,41.0,4.0,138.67,141.57,280.0,31.25,10.38,3.37,45.94,0.38,7.91,2.16,6.43,0.45,4.58,27.59,315.93,13.54,4.16,53.05,204.99,3.9,5.96,80.63,520.92,7.52,10.12,2012
Patrick Edwards,WR,Houston,0,0,https://www.sports-reference.com/cfb/players/patrick-edwards-1.html,69.0,172.0,4.57,14.06,34.27,114.17,6.66,4.19,,40.0,4.0,100.15,50.21,150.0,8.43,2.44,3.38,50.07,0.0,13.88,0.68,18.26,0.94,2.17,91.94,1323.24,14.55,8.49,4.02,69.47,11.63,0.0,95.96,1392.7,14.45,8.49,2012
Michael Egnew,TE,Missouri,3,78,https://www.sports-reference.com/cfb/players/michael-egnew-1.html,77.0,252.0,4.52,21.0,36.0,131.0,7.03,4.32,,39.0,3.0,110.23,61.84,172.0,14.81,5.33,3.36,63.82,0.12,12.47,1.08,2.44,0.79,3.56,37.5,533.25,13.57,6.5,0.25,0.25,1.0,0.0,37.75,533.5,13.47,6.5,2012
Rhett Ellison,TE,USC,4,128,https://www.sports-reference.com/cfb/players/rhett-ellison-1.html,77.0,251.0,4.78,26.0,31.5,109.0,7.16,4.36,,39.0,3.0,105.22,54.39,160.0,10.02,3.3,2.66,45.28,0.0,12.92,0.76,13.53,0.8,2.5,42.0,523.25,12.33,7.25,0.25,0.25,1.0,0.0,42.25,523.5,12.23,7.25,2012
Bradie Ewing,FB,Wisconsin,5,157,https://www.sports-reference.com/cfb/players/bradie-ewing-1.html,72.0,239.0,4.73,14.0,36.5,120.0,7.14,4.16,,42.0,4.0,150.39,139.84,290.0,28.88,12.43,0.87,2.8,0.0,8.16,2.61,3.0,0.32,4.36,25.49,369.46,17.67,4.85,62.0,235.49,3.63,6.65,87.49,604.95,9.17,11.5,2012
Antonio Fenelus,CB,Wisconsin,0,0,https://www.sports-reference.com/cfb/players/antonio-fenelus-1.html,68.0,190.0,4.57,20.0,32.0,109.0,6.8,4.2,,36.0,3.0,92.59,40.61,133.0,7.27,0.7,6.76,121.29,2.03,24.33,1.0,5.99,0.74,1.64,47.58,371.95,7.84,2.4,412.13,2201.52,5.1,20.48,459.72,2573.46,5.36,22.88,2012
Coby Fleener,TE,Stanford,2,34,https://www.sports-reference.com/cfb/players/coby-fleener-1.html,78.0,247.0,4.51,27.0,33.63,115.61,7.22,4.39,,39.0,3.0,102.83,54.68,158.0,10.88,3.42,4.5,69.32,0.0,14.74,1.08,19.19,0.86,2.87,25.33,302.67,12.05,4.33,0.33,0.33,1.0,0.0,25.67,303.0,11.9,4.33,2012
Darius Fleming,OLB,Notre Dame,5,165,https://www.sports-reference.com/cfb/players/darius-fleming-1.html,74.0,245.0,4.71,27.0,33.5,114.0,7.03,4.28,,35.0,3.0,91.03,64.02,155.0,43.98,27.99,1.0,21.03,0.0,2.0,0.0,0.0,0.0,2.0,39.1,501.98,13.13,5.52,0.67,1.11,1.6,0.16,39.77,503.08,8.62,5.68,2012
Jamell Fleming,CB,Oklahoma,3,80,https://www.sports-reference.com/cfb/players/jamell-fleming-1.html,71.0,206.0,4.43,23.0,34.0,125.0,6.71,3.97,,36.0,3.0,81.97,34.96,117.0,4.93,0.65,3.74,55.27,0.5,18.47,0.52,4.28,0.29,1.37,36.59,273.1,6.71,1.34,322.14,1851.27,5.74,17.0,358.72,2124.38,5.84,18.34,2012
Michael Floyd,WR,Notre Dame,1,13,https://www.sports-reference.com/cfb/players/michael-floyd-1.html,75.0,220.0,4.4,16.0,36.5,122.0,6.84,4.21,,40.0,4.0,97.78,58.14,156.0,10.63,3.92,2.41,46.61,0.0,9.89,0.37,2.47,0.31,1.51,92.0,1324.0,14.55,8.5,4.0,69.5,11.65,0.0,96.0,1393.5,14.45,8.5,2012
Nick Foles,QB,Arizona,3,88,https://www.sports-reference.com/cfb/players/nick-foles-1.html,77.0,243.0,5.14,16.96,30.5,112.0,7.11,4.36,,34.0,3.0,130.71,73.25,204.0,31.85,14.9,2.95,47.5,0.37,8.08,1.89,13.85,1.18,4.56,31.69,261.52,8.66,1.19,374.86,1871.37,3.76,19.48,373.45,1964.93,6.22,19.5,2012
Marcus Forston,DT,Miami (FL),0,0,https://www.sports-reference.com/cfb/players/marcus-forston-1.html,73.0,301.0,5.05,35.0,28.0,105.0,7.64,4.79,,34.0,3.0,55.44,49.12,105.0,20.94,7.78,0.12,0.94,0.0,5.56,0.94,0.0,0.16,1.75,5.54,40.58,5.18,0.21,0.87,-1.65,-0.59,0.21,6.41,38.93,-0.36,0.43,2012
Justin Francis,DE,Rutgers,0,0,https://www.sports-reference.com/cfb/players/justin-francis-1.html,74.0,268.0,4.9,23.0,32.0,109.0,7.05,4.35,,37.0,4.0,40.11,35.32,75.0,19.27,10.29,0.32,5.02,0.16,2.9,1.16,16.52,0.52,0.86,10.02,103.33,10.83,1.2,35.48,154.82,3.23,4.8,45.51,258.15,5.96,6.01,2012
Terrence Frederick,CB,Texas A&M,7,246,https://www.sports-reference.com/cfb/players/terrence-frederick-1.html,70.0,187.0,4.44,16.0,35.0,121.0,6.59,4.03,,36.0,3.0,96.5,37.2,134.0,8.37,1.35,6.19,65.5,0.87,30.1,1.28,17.96,0.54,1.92,44.99,381.7,7.66,2.33,392.55,2239.75,5.61,17.53,437.54,2621.44,5.86,19.87,2012
Jeff Fuller,WR,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/jeff-fuller-1.html,76.0,223.0,4.53,17.0,37.17,120.84,6.64,4.07,,40.0,4.0,147.31,79.87,227.0,9.71,1.49,5.95,56.54,0.11,14.89,0.93,2.43,0.58,2.0,91.99,1323.86,14.55,8.5,4.0,69.49,11.65,0.0,95.99,1393.35,14.45,8.5,2012
Chris Galippo,ILB,USC,0,0,https://www.sports-reference.com/cfb/players/chris-galippo-1.html,73.0,241.0,4.73,19.0,29.5,107.0,6.9,4.1,,40.0,4.0,158.39,145.27,304.0,25.49,7.71,1.97,17.36,0.39,9.34,1.77,0.0,0.0,2.0,33.93,297.34,8.77,4.3,50.99,199.48,3.65,4.96,84.92,496.82,5.5,9.26,2012
Terrance Ganaway,RB,Baylor,6,202,https://www.sports-reference.com/cfb/players/terrance-ganaway-1.html,71.0,239.0,4.61,17.17,37.5,119.0,7.15,4.25,,41.0,4.0,110.26,58.58,169.0,11.34,3.55,1.5,28.99,0.0,11.2,0.63,0.0,0.57,2.36,45.88,634.79,14.54,6.13,192.35,1483.7,7.09,15.54,238.23,2118.49,9.8,21.67,2012
Garth Gerhart,C,Arizona State,0,0,https://www.sports-reference.com/cfb/players/garth-gerhart-1.html,73.0,305.0,5.38,25.0,30.5,96.0,7.63,4.65,,7.0,2.0,20.6,18.61,39.0,7.08,3.32,0.12,0.25,0.0,1.19,0.1,0.0,0.0,1.15,0.15,0.3,5.11,0.0,0.85,-3.23,-2.71,0.0,1.0,-2.93,-2.93,0.0,2012
Stephon Gilmore,CB,South Carolina,1,10,https://www.sports-reference.com/cfb/players/stephon-gilmore-1.html,72.0,190.0,4.38,15.0,36.0,123.0,6.61,3.94,,36.0,3.0,56.0,17.0,73.0,7.0,0.0,6.0,17.0,0.0,20.0,2.0,5.08,0.48,2.0,33.3,321.08,8.1,2.4,266.17,1530.54,5.48,14.34,299.47,1851.61,5.81,16.74,2012
Chris Givens,WR,Wake Forest,4,96,https://www.sports-reference.com/cfb/players/chris-givens-2.html,71.0,198.0,4.35,19.0,33.5,118.0,6.97,4.23,,40.0,4.0,127.64,51.7,179.0,13.98,2.9,5.4,78.7,0.59,14.48,1.77,14.64,1.0,2.76,92.0,1324.0,14.55,8.5,4.0,69.5,11.65,0.0,96.0,1393.5,14.45,8.5,2012
Cordy Glenn,OT,Georgia,2,41,https://www.sports-reference.com/cfb/players/cordy-glenn-1.html,78.0,345.0,5.08,31.0,23.5,93.0,8.13,5.0,,4.0,1.0,35.63,20.19,56.0,4.68,1.98,1.08,24.32,0.0,2.16,0.0,0.0,0.24,1.24,33.38,317.34,10.58,2.82,253.03,1260.93,5.89,13.55,286.41,1578.27,10.13,16.37,2012
Najee Goode,ILB,West Virginia,5,140,https://www.sports-reference.com/cfb/players/najee-goode-1.html,72.0,244.0,4.55,24.7,35.5,117.0,7.16,4.28,,40.0,4.0,113.96,87.92,202.0,19.47,6.78,1.96,81.86,0.67,2.26,0.61,0.0,0.07,0.72,38.07,351.36,10.6,4.84,68.24,271.44,4.13,7.34,106.31,622.8,5.93,12.18,2012
T.J. Graham,WR,North Carolina State,3,69,https://www.sports-reference.com/cfb/players/tj-graham-1.html,71.0,188.0,4.34,8.0,33.5,120.0,6.77,4.18,,40.0,4.0,96.73,50.82,148.0,8.11,1.23,5.0,53.74,0.29,15.54,0.74,24.23,1.0,1.97,92.0,1324.0,14.55,8.5,4.0,69.5,11.65,0.0,96.0,1393.5,14.45,8.5,2012
Cyrus Gray,RB,Texas A&M,6,182,https://www.sports-reference.com/cfb/players/cyrus-gray-1.html,70.0,206.0,4.4,21.0,32.5,114.0,7.17,4.21,,41.0,4.0,138.92,69.79,209.0,12.86,2.22,6.63,78.03,0.34,15.04,1.92,0.0,0.94,2.66,50.81,430.3,8.27,1.75,454.65,2810.69,5.22,27.14,505.46,3240.99,5.38,28.89,2012
Jonas Gray,RB,Notre Dame,0,0,https://www.sports-reference.com/cfb/players/jonas-gray-1.html,70.0,223.0,4.58,20.0,30.02,118.0,6.96,4.27,,41.0,4.0,106.5,56.55,163.0,10.58,2.73,4.51,64.02,0.0,14.4,0.92,2.51,0.66,2.54,47.01,290.15,6.12,0.01,744.0,3712.9,5.0,39.91,791.01,4003.05,5.1,39.92,2012
Ladarius Green,TE,Louisiana-Lafayette,4,110,https://www.sports-reference.com/cfb/players/ladarius-green-1.html,78.0,238.0,4.45,16.0,34.5,124.0,7.12,4.47,,39.0,3.0,105.23,54.01,159.0,9.86,2.93,2.73,44.93,0.0,13.32,0.83,0.15,0.85,2.39,25.33,302.67,12.05,4.33,0.33,0.33,1.0,0.0,25.67,303.0,11.9,4.33,2012
Robert Griffin,QB,Baylor,1,2,https://www.sports-reference.com/cfb/players/robert-griffin-iii-1.html,74.0,223.0,4.33,19.63,39.0,120.0,6.99,4.18,,34.0,3.0,120.69,71.87,193.0,14.33,4.29,2.08,42.41,0.3,10.58,5.95,15.52,0.66,2.76,53.67,535.97,10.75,5.08,435.41,2618.41,5.95,28.5,489.08,3154.38,6.46,33.58,2012
Winston Guy,S,Kentucky,6,181,https://www.sports-reference.com/cfb/players/winston-guy-1.html,73.0,218.0,4.62,18.98,34.97,122.0,7.08,4.19,,42.0,4.0,87.16,43.32,130.0,7.47,1.0,1.02,0.71,0.0,17.9,2.97,0.0,1.0,1.99,36.79,300.1,8.14,0.8,544.91,2958.87,5.44,31.4,581.7,3258.98,5.66,32.2,2012
Trevor Guyton,DE,California,7,219,https://www.sports-reference.com/cfb/players/trevor-guyton-1.html,75.0,285.0,5.01,25.78,31.0,105.0,7.45,4.53,,37.0,4.0,50.6,43.8,94.0,10.98,4.86,2.28,25.06,0.18,5.61,1.4,3.51,0.21,0.88,6.45,62.89,9.6,0.77,8.55,27.53,3.53,1.9,15.0,90.43,7.35,2.67,2012
Dominique Hamilton,DT,Missouri,0,0,https://www.sports-reference.com/cfb/players/dominique-hamilton-1.html,77.0,313.0,5.45,31.0,26.74,101.12,7.82,4.78,,34.0,3.0,42.26,44.75,87.0,15.87,6.23,0.99,21.33,0.25,3.79,0.55,1.08,0.12,0.72,2.34,15.65,5.11,0.13,19.63,86.79,0.8,0.13,21.97,102.45,4.11,0.25,2012
Darius Hanks,WR,Alabama,0,0,https://www.sports-reference.com/cfb/players/darius-hanks-1.html,72.0,184.0,4.52,11.0,34.0,117.0,6.93,4.22,,40.0,4.0,111.24,76.39,188.0,8.14,2.56,6.57,72.41,0.0,15.2,1.02,27.04,0.94,1.99,92.0,1324.0,14.55,8.5,4.0,69.5,11.65,0.0,96.0,1393.5,14.45,8.5,2012
James Hanna,TE,Oklahoma,6,186,https://www.sports-reference.com/cfb/players/james-hanna-1.html,76.0,252.0,4.43,24.0,36.0,122.0,6.76,4.11,,39.0,3.0,106.66,58.86,166.0,14.06,5.35,3.25,59.2,0.1,12.16,1.03,0.0,0.68,3.19,25.33,302.67,12.05,4.33,0.33,0.33,1.0,0.0,25.67,303.0,11.9,4.33,2012
Cory Harkey,TE,UCLA,0,0,https://www.sports-reference.com/cfb/players/cory-harkey-1.html,76.0,260.0,5.06,13.0,26.5,109.0,7.4,4.69,,39.0,3.0,109.14,58.76,168.0,12.07,4.15,2.37,46.76,0.03,11.72,0.99,21.14,0.93,2.83,25.33,302.67,12.05,4.33,0.33,0.33,1.0,0.0,25.67,303.0,11.9,4.33,2012
Chandler Harnish,QB,Northern Illinois,7,253,https://www.sports-reference.com/cfb/players/chandler-harnish-1.html,74.0,219.0,4.68,17.05,32.5,112.0,6.78,4.15,,34.0,3.0,80.94,40.88,122.0,7.52,1.57,5.34,102.83,0.54,11.32,0.49,0.0,0.46,1.54,29.64,227.04,8.29,1.13,378.23,1916.15,3.64,18.56,407.87,2143.19,3.79,19.69,2012
Jacory Harris,QB,Miami (FL),0,0,https://www.sports-reference.com/cfb/players/jacory-harris-1.html,75.0,203.0,4.65,16.05,37.0,113.0,7.1,4.4,,34.0,3.0,116.92,60.66,178.0,9.0,2.69,4.39,50.28,0.15,10.99,0.59,2.04,0.47,1.82,99.21,1221.18,11.99,6.86,218.97,1347.48,5.56,13.36,318.17,2568.66,9.2,20.22,2012
Cliff Harris,CB,Oregon,0,0,https://www.sports-reference.com/cfb/players/cliff-harris-1.html,71.0,175.0,4.61,14.0,36.0,118.0,6.79,4.19,,36.0,3.0,96.34,28.48,125.0,5.47,0.72,5.42,56.23,0.76,29.27,1.92,29.7,0.55,0.62,78.64,856.16,9.94,5.53,319.96,1946.67,6.7,15.06,398.6,2802.83,7.57,20.59,2012
DaJohn Harris,DT,USC,0,0,https://www.sports-reference.com/cfb/players/dajohn-harris-2.html,75.0,306.0,4.97,25.94,33.32,105.94,7.92,4.78,,34.0,3.0,69.29,49.8,119.0,24.26,12.84,0.02,0.09,0.0,1.01,0.04,0.0,0.0,2.98,2.28,13.72,5.26,0.22,0.96,-0.0,-1.44,0.22,3.24,13.71,0.66,0.45,2012
Josh Harris,LS,Auburn,0,0,https://www.sports-reference.com/cfb/players/josh-harris-4.html,73.0,252.0,4.82,15.0,37.91,120.51,7.14,4.27,,6.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.49,347.26,8.69,3.18,40.02,197.51,4.74,2.74,79.51,544.77,6.61,5.92,2012
Mike Harris,CB,Florida State,6,176,https://www.sports-reference.com/cfb/players/mike-harris-1.html,70.0,188.0,4.52,17.28,36.0,117.0,6.81,4.07,,36.0,3.0,115.53,36.55,152.0,7.85,1.24,8.27,116.88,1.56,17.27,0.92,16.64,0.91,1.85,41.42,307.49,7.1,1.88,377.45,2006.94,5.21,14.38,418.87,2314.43,5.39,16.25,2012
Casey Hayward,CB,Vanderbilt,2,62,https://www.sports-reference.com/cfb/players/casey-hayward-1.html,71.0,192.0,4.47,19.0,34.0,119.0,6.76,3.9,,36.0,3.0,75.17,25.42,101.0,6.6,1.0,3.18,82.41,1.06,12.82,1.58,8.47,0.18,2.3,24.96,220.01,7.17,1.82,218.21,1289.12,5.47,11.92,243.17,1509.12,5.68,13.75,2012
Junior Hemingway,WR,Michigan,7,238,https://www.sports-reference.com/cfb/players/junior-hemingway-1.html,73.0,225.0,4.48,21.0,35.5,124.0,6.59,3.98,,40.0,4.0,106.67,66.03,173.0,10.04,2.81,5.27,84.33,0.44,14.24,1.38,13.83,0.9,2.3,92.0,1324.0,14.55,8.5,4.0,69.5,11.65,0.0,96.0,1393.5,14.45,8.5,2012
Dan Herron,RB,Ohio State,6,191,https://www.sports-reference.com/cfb/players/dan-herron-1.html,70.0,213.0,4.57,22.0,35.0,117.0,6.97,4.04,,41.0,4.0,105.54,70.5,176.0,9.89,3.49,4.51,61.51,0.0,13.92,0.88,0.0,0.6,2.7,46.79,417.95,8.92,3.54,481.79,2829.77,5.83,25.2,528.58,3247.72,6.1,28.74,2012
Dont'a Hightower,ILB,Alabama,1,25,https://www.sports-reference.com/cfb/players/donta-hightower-2.html,74.0,265.0,4.62,21.0,32.0,116.46,7.02,4.27,,40.0,4.0,87.99,66.68,155.0,34.75,18.87,0.82,7.77,0.0,5.66,0.84,18.42,0.88,3.04,7.71,80.23,11.06,0.79,29.49,158.67,3.57,3.3,37.2,238.9,4.38,4.09,2012
Stephen Hill,WR,Georgia Tech,2,43,https://www.sports-reference.com/cfb/players/stephen-hill-1.html,76.0,215.0,4.36,14.0,39.5,133.0,6.88,4.48,,40.0,4.0,101.43,60.81,162.0,10.13,3.44,2.99,35.49,0.0,9.78,0.68,19.65,0.69,1.93,92.0,1324.0,14.55,8.5,4.0,69.5,11.65,0.0,96.0,1393.5,14.45,8.5,2012
Ronnie Hillman,RB,San Diego State,3,67,https://www.sports-reference.com/cfb/players/ronnie-hillman-1.html,69.0,200.0,4.42,17.0,37.0,126.21,7.01,4.23,,41.0,4.0,145.12,67.51,213.0,11.47,3.74,7.2,127.47,0.75,13.04,1.35,14.57,0.59,1.97,42.12,438.24,10.29,2.44,471.38,3023.85,6.36,28.75,513.49,3462.08,6.7,31.19,2012
T.Y. Hilton,WR,Florida International,3,92,https://www.sports-reference.com/cfb/players/ty-hilton-1.html,69.0,183.0,4.34,16.84,35.99,121.42,6.63,4.07,,40.0,4.0,38.82,19.17,58.0,3.08,1.14,1.54,20.35,0.0,4.89,0.47,27.5,0.93,0.69,92.97,1335.08,14.53,8.57,4.19,69.65,11.57,0.0,97.16,1404.73,14.42,8.57,2012
Lamar Holmes,OT,Southern Miss,3,91,https://www.sports-reference.com/cfb/players/lamar-holmes-1.html,77.0,323.0,5.29,22.0,27.0,104.0,7.74,4.8,,4.0,1.0,0.88,0.47,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,105.77,3.13,0.0,274.09,1363.11,3.55,14.27,291.69,1468.88,2.89,14.27,2012
Jayron Hosley,CB,Virginia Tech,3,94,https://www.sports-reference.com/cfb/players/jayron-hosley-1.html,70.0,178.0,4.38,11.0,36.77,126.62,6.92,4.12,,36.0,3.0,76.03,27.88,104.0,4.05,0.51,4.17,32.86,0.36,17.28,1.22,18.49,0.43,0.98,81.43,875.08,10.45,6.97,502.8,3205.03,6.59,31.6,584.23,4080.11,7.22,38.56,2012
Jaye Howard,DT,Florida,4,114,https://www.sports-reference.com/cfb/players/jaye-howard-1.html,75.0,301.0,4.78,24.0,27.5,106.0,7.32,4.47,,34.0,3.0,60.16,47.74,108.0,26.42,8.67,0.25,1.9,0.0,5.14,0.9,1.5,0.17,2.1,1.61,10.04,5.09,0.18,1.18,-2.07,-2.78,0.18,2.79,7.98,-2.46,0.36,2012
Delano Howell,S,Stanford,0,0,https://www.sports-reference.com/cfb/players/delano-howell-1.html,71.0,210.0,4.61,21.0,33.0,120.0,6.97,4.15,,42.0,4.0,87.05,43.04,130.0,7.51,1.01,1.01,0.14,0.0,17.99,3.0,9.77,1.0,2.0,42.6,344.29,8.37,2.3,261.85,1458.68,5.5,12.78,304.45,1802.97,7.88,15.08,2012
John Hughes,DT,Cincinnati,3,87,https://www.sports-reference.com/cfb/players/john-hughes-2.html,74.0,309.0,5.32,28.0,28.85,107.77,7.59,4.56,,34.0,3.0,41.21,58.91,100.0,16.37,6.22,0.0,0.0,0.0,3.5,0.39,0.0,0.17,1.88,2.75,17.85,4.82,0.2,14.73,63.67,-0.12,0.2,17.47,81.51,3.05,0.4,2012
Duke Ihenacho,S,San Jose State,0,0,https://www.sports-reference.com/cfb/players/duke-ihenacho-1.html,72.0,213.0,4.67,20.0,35.0,122.0,6.78,4.22,,42.0,4.0,87.21,43.15,130.0,7.54,1.03,1.01,0.45,0.0,17.95,2.99,0.0,1.0,2.01,25.55,237.01,8.42,1.86,172.18,1061.9,5.35,9.42,197.74,1298.92,7.92,11.28,2012
George Iloka,S,Boise State,5,167,https://www.sports-reference.com/cfb/players/george-iloka-1.html,76.0,225.0,4.6,20.0,34.5,124.0,7.03,4.03,,42.0,4.0,87.03,43.02,130.0,7.51,1.0,1.0,0.07,0.0,17.99,3.0,15.83,1.0,2.0,41.13,638.45,14.26,7.67,0.23,0.23,6.95,0.0,41.36,638.68,14.13,7.67,2012
Melvin Ingram,OLB,South Carolina,1,18,https://www.sports-reference.com/cfb/players/melvin-ingram-1.html,73.0,264.0,4.69,28.0,34.5,109.0,6.83,4.18,,35.0,3.0,66.41,43.66,110.0,23.9,13.05,2.05,44.01,0.33,7.17,2.15,12.93,0.8,3.49,37.54,359.8,9.1,5.81,169.02,840.53,2.46,9.04,206.56,1200.33,6.57,14.85,2012
Bruce Irvin,OLB,West Virginia,1,15,https://www.sports-reference.com/cfb/players/bruce-irvin-1.html,75.0,245.0,4.41,23.0,33.5,123.0,6.7,4.03,,35.0,3.0,70.25,48.53,119.0,29.32,16.44,0.47,5.89,0.0,3.25,0.93,0.0,0.38,1.91,79.58,876.29,9.9,4.3,135.62,675.77,5.31,7.24,215.2,1552.06,9.7,11.53,2012
Jerrell Jackson,WR,Missouri,0,0,https://www.sports-reference.com/cfb/players/jerrell-jackson-1.html,72.0,196.0,4.5,22.0,41.0,127.0,6.82,4.11,,40.0,4.0,103.34,52.89,156.0,7.85,2.13,3.92,84.2,0.37,7.55,1.46,8.06,0.58,1.9,92.0,1324.0,14.55,8.5,4.0,69.5,11.65,0.0,96.0,1393.5,14.45,8.5,2012
Malik Jackson,DE,Tennessee,5,137,https://www.sports-reference.com/cfb/players/malik-jackson-2.html,77.0,284.0,4.85,25.0,28.0,105.0,7.38,4.41,,37.0,4.0,38.87,43.99,83.0,15.13,7.04,0.16,6.79,0.0,1.78,1.08,0.95,0.07,0.63,6.52,64.01,9.71,0.76,9.36,29.61,2.48,2.06,15.88,93.61,7.34,2.82,2012
LaMichael James,RB,Oregon,2,61,https://www.sports-reference.com/cfb/players/lamichael-james-1.html,68.0,194.0,4.35,15.0,35.0,123.0,6.88,4.12,,41.0,4.0,100.23,51.14,151.0,8.42,2.55,1.94,35.81,0.15,13.16,0.47,24.24,1.0,1.98,123.07,1413.46,10.56,9.16,302.43,1548.56,4.61,12.48,425.5,2962.02,8.58,21.63,2012
Jamaar Jarrett,DE,Arizona State,0,0,https://www.sports-reference.com/cfb/players/jamaar-jarrett-1.html,77.0,265.0,4.96,21.0,30.0,114.0,7.14,4.34,,37.0,4.0,70.12,41.16,111.0,32.11,20.28,0.28,1.63,0.0,3.63,0.49,2.98,0.25,4.93,24.08,244.46,10.66,3.09,38.65,208.42,4.37,4.03,62.73,452.87,7.11,7.12,2012
Jordan Jefferson,QB,LSU,0,0,https://www.sports-reference.com/cfb/players/jordan-jefferson-1.html,76.0,223.0,4.58,14.0,36.5,116.0,6.81,4.06,,34.0,3.0,129.07,73.99,203.0,12.96,3.69,2.94,42.65,0.12,10.73,1.17,40.42,0.94,2.37,126.4,1764.26,13.56,14.66,90.06,577.56,4.83,6.33,216.46,2341.82,13.03,20.98,2012
Alshon Jeffery,WR,South Carolina,2,45,https://www.sports-reference.com/cfb/players/alshon-jeffery-1.html,75.0,216.0,4.48,14.65,37.0,122.0,7.15,4.07,,40.0,4.0,138.18,91.94,230.0,11.41,3.23,5.33,52.18,0.44,11.69,1.7,5.3,0.39,2.01,92.0,1324.06,14.55,8.5,4.01,69.51,11.65,0.0,96.01,1393.57,14.45,8.5,2012
A.J. Jenkins,WR,Illinois,1,30,https://www.sports-reference.com/cfb/players/aj-jenkins-1.html,72.0,190.0,4.37,12.0,38.5,124.0,6.86,4.21,,40.0,4.0,116.04,62.9,179.0,11.33,3.62,6.55,108.36,0.47,14.47,1.17,28.41,0.84,1.96,92.0,1324.0,14.55,8.5,4.0,69.5,11.65,0.0,96.0,1393.5,14.45,8.5,2012
Janoris Jenkins,CB,Florida,2,39,https://www.sports-reference.com/cfb/players/janoris-jenkins-1.html,70.0,193.0,4.41,16.26,33.5,121.0,6.95,4.13,,36.0,3.0,83.16,24.51,108.0,6.68,1.0,3.43,52.98,0.61,17.29,1.22,2.15,0.1,1.22,24.41,212.43,7.09,1.79,213.43,1252.61,5.43,11.48,237.84,1465.04,5.64,13.26,2012
Cam Johnson,DE,Virginia,7,237,https://www.sports-reference.com/cfb/players/cam-johnson-1.html,75.0,268.0,4.75,26.02,35.0,105.0,7.2,4.38,,37.0,4.0,65.15,55.46,121.0,23.5,11.21,1.33,22.02,0.16,7.7,0.49,12.74,0.56,1.9,11.19,110.81,10.3,1.56,31.77,161.79,3.21,3.65,42.96,272.6,6.9,5.22,2012
